,AS-RCEC.TaiESM1.gn_r1i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r1i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r2i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r3i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r4i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r5i1p1f1,NASA-GISS.GISS-E2-1-H.gn_r1i1p3f1,NASA-GISS.GISS-E2-1-H.gn_r2i1p3f1,NASA-GISS.GISS-E2-1-H.gn_r3i1p3f1,NASA-GISS.GISS-E2-1-H.gn_r4i1p3f1,NASA-GISS.GISS-E2-1-H.gn_r5i1p3f1,NIMS-KMA.KACE-1-0-G.gr_r1i1p1f1,NIMS-KMA.KACE-1-0-G.gr_r2i1p1f1,NIMS-KMA.KACE-1-0-G.gr_r3i1p1f1,FIO-QLNM.FIO-ESM-2-0.gn_r1i1p1f1,FIO-QLNM.FIO-ESM-2-0.gn_r2i1p1f1,FIO-QLNM.FIO-ESM-2-0.gn_r3i1p1f1,THU.CIESM.gr_r1i1p1f1,NCC.NorESM2-MM.gn_r1i1p1f1,NCC.NorESM2-MM.gn_r2i1p1f1,EC-Earth-Consortium.EC-Earth3-Veg-LR.gr_r1i1p1f1,EC-Earth-Consortium.EC-Earth3-Veg-LR.gr_r2i1p1f1,EC-Earth-Consortium.EC-Earth3-Veg-LR.gr_r3i1p1f1,EC-Earth-Consortium.EC-Earth3-CC.gr_r1i1p1f1,INM.INM-CM5-0.gr1_r1i1p1f1,CCCma.CanESM5.gn_r10i1p1f1,CCCma.CanESM5.gn_r10i1p2f1,CCCma.CanESM5.gn_r11i1p1f1,CCCma.CanESM5.gn_r11i1p2f1,CCCma.CanESM5.gn_r12i1p1f1,CCCma.CanESM5.gn_r12i1p2f1,CCCma.CanESM5.gn_r13i1p1f1,CCCma.CanESM5.gn_r13i1p2f1,CCCma.CanESM5.gn_r14i1p1f1,CCCma.CanESM5.gn_r14i1p2f1,CCCma.CanESM5.gn_r15i1p1f1,CCCma.CanESM5.gn_r15i1p2f1,CCCma.CanESM5.gn_r16i1p1f1,CCCma.CanESM5.gn_r16i1p2f1,CCCma.CanESM5.gn_r17i1p1f1,CCCma.CanESM5.gn_r17i1p2f1,CCCma.CanESM5.gn_r18i1p1f1,CCCma.CanESM5.gn_r18i1p2f1,CCCma.CanESM5.gn_r19i1p1f1,CCCma.CanESM5.gn_r19i1p2f1,CCCma.CanESM5.gn_r1i1p1f1,CCCma.CanESM5.gn_r1i1p2f1,CCCma.CanESM5.gn_r20i1p1f1,CCCma.CanESM5.gn_r20i1p2f1,CCCma.CanESM5.gn_r21i1p1f1,CCCma.CanESM5.gn_r21i1p2f1,CCCma.CanESM5.gn_r22i1p1f1,CCCma.CanESM5.gn_r22i1p2f1,CCCma.CanESM5.gn_r23i1p1f1,CCCma.CanESM5.gn_r23i1p2f1,CCCma.CanESM5.gn_r24i1p1f1,CCCma.CanESM5.gn_r24i1p2f1,CCCma.CanESM5.gn_r25i1p1f1,CCCma.CanESM5.gn_r25i1p2f1,CCCma.CanESM5.gn_r2i1p1f1,CCCma.CanESM5.gn_r2i1p2f1,CCCma.CanESM5.gn_r3i1p1f1,CCCma.CanESM5.gn_r3i1p2f1,CCCma.CanESM5.gn_r4i1p1f1,CCCma.CanESM5.gn_r4i1p2f1,CCCma.CanESM5.gn_r5i1p1f1,CCCma.CanESM5.gn_r5i1p2f1,CCCma.CanESM5.gn_r6i1p1f1,CCCma.CanESM5.gn_r6i1p2f1,CCCma.CanESM5.gn_r7i1p1f1,CCCma.CanESM5.gn_r7i1p2f1,CCCma.CanESM5.gn_r8i1p1f1,CCCma.CanESM5.gn_r8i1p2f1,CCCma.CanESM5.gn_r9i1p1f1,CCCma.CanESM5.gn_r9i1p2f1,NOAA-GFDL.GFDL-CM4.gr1_r1i1p1f1,IPSL.IPSL-CM6A-LR.gr_r10i1p1f1,IPSL.IPSL-CM6A-LR.gr_r11i1p1f1,IPSL.IPSL-CM6A-LR.gr_r14i1p1f1,IPSL.IPSL-CM6A-LR.gr_r1i1p1f1,IPSL.IPSL-CM6A-LR.gr_r22i1p1f1,IPSL.IPSL-CM6A-LR.gr_r25i1p1f1,IPSL.IPSL-CM6A-LR.gr_r2i1p1f1,IPSL.IPSL-CM6A-LR.gr_r3i1p1f1,IPSL.IPSL-CM6A-LR.gr_r4i1p1f1,IPSL.IPSL-CM6A-LR.gr_r5i1p1f1,IPSL.IPSL-CM6A-LR.gr_r6i1p1f1,NOAA-GFDL.GFDL-ESM4.gr1_r1i1p1f1,NOAA-GFDL.GFDL-ESM4.gr1_r2i1p1f1,NOAA-GFDL.GFDL-ESM4.gr1_r3i1p1f1,NUIST.NESM3.gn_r1i1p1f1,NUIST.NESM3.gn_r2i1p1f1,NCAR.CESM2-WACCM.gn_r1i1p1f1,NCAR.CESM2-WACCM.gn_r2i1p1f1,NCAR.CESM2-WACCM.gn_r3i1p1f1,INM.INM-CM4-8.gr1_r1i1p1f1,CMCC.CMCC-ESM2.gn_r1i1p1f1,BCC.BCC-CSM2-MR.gn_r1i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r31i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r32i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r33i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r34i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r35i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r36i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r37i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r38i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r39i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r40i1p1f1,NASA-GISS.GISS-E2-1-G.gn_r1i1p3f1,NASA-GISS.GISS-E2-1-G.gn_r1i1p5f1,NASA-GISS.GISS-E2-1-G.gn_r2i1p3f1,NASA-GISS.GISS-E2-1-G.gn_r2i1p5f1,NASA-GISS.GISS-E2-1-G.gn_r3i1p3f1,NASA-GISS.GISS-E2-1-G.gn_r3i1p5f1,NASA-GISS.GISS-E2-1-G.gn_r4i1p3f1,NASA-GISS.GISS-E2-1-G.gn_r4i1p5f1,NASA-GISS.GISS-E2-1-G.gn_r5i1p3f1,CCCma.CanESM5-CanOE.gn_r1i1p2f1,CCCma.CanESM5-CanOE.gn_r2i1p2f1,CCCma.CanESM5-CanOE.gn_r3i1p2f1,CMCC.CMCC-CM2-SR5.gn_r1i1p1f1,KIOST.KIOST-ESM.gr1_r1i1p1f1,CAS.FGOALS-f3-L.gr_r1i1p1f1,MRI.MRI-ESM2-0.gn_r1i1p1f1,MRI.MRI-ESM2-0.gn_r2i1p1f1,MRI.MRI-ESM2-0.gn_r3i1p1f1,MRI.MRI-ESM2-0.gn_r4i1p1f1,MRI.MRI-ESM2-0.gn_r5i1p1f1,CAS.CAS-ESM2-0.gn_r1i1p1f1,CAS.CAS-ESM2-0.gn_r3i1p1f1,MIROC.MIROC6.gn_r10i1p1f1,MIROC.MIROC6.gn_r11i1p1f1,MIROC.MIROC6.gn_r12i1p1f1,MIROC.MIROC6.gn_r13i1p1f1,MIROC.MIROC6.gn_r14i1p1f1,MIROC.MIROC6.gn_r15i1p1f1,MIROC.MIROC6.gn_r16i1p1f1,MIROC.MIROC6.gn_r17i1p1f1,MIROC.MIROC6.gn_r18i1p1f1,MIROC.MIROC6.gn_r19i1p1f1,MIROC.MIROC6.gn_r1i1p1f1,MIROC.MIROC6.gn_r20i1p1f1,MIROC.MIROC6.gn_r21i1p1f1,MIROC.MIROC6.gn_r22i1p1f1,MIROC.MIROC6.gn_r23i1p1f1,MIROC.MIROC6.gn_r24i1p1f1,MIROC.MIROC6.gn_r25i1p1f1,MIROC.MIROC6.gn_r26i1p1f1,MIROC.MIROC6.gn_r27i1p1f1,MIROC.MIROC6.gn_r28i1p1f1,MIROC.MIROC6.gn_r29i1p1f1,MIROC.MIROC6.gn_r2i1p1f1,MIROC.MIROC6.gn_r30i1p1f1,MIROC.MIROC6.gn_r31i1p1f1,MIROC.MIROC6.gn_r32i1p1f1,MIROC.MIROC6.gn_r33i1p1f1,MIROC.MIROC6.gn_r34i1p1f1,MIROC.MIROC6.gn_r35i1p1f1,MIROC.MIROC6.gn_r36i1p1f1,MIROC.MIROC6.gn_r37i1p1f1,MIROC.MIROC6.gn_r38i1p1f1,MIROC.MIROC6.gn_r39i1p1f1,MIROC.MIROC6.gn_r3i1p1f1,MIROC.MIROC6.gn_r40i1p1f1,MIROC.MIROC6.gn_r41i1p1f1,MIROC.MIROC6.gn_r42i1p1f1,MIROC.MIROC6.gn_r43i1p1f1,MIROC.MIROC6.gn_r44i1p1f1,MIROC.MIROC6.gn_r45i1p1f1,MIROC.MIROC6.gn_r46i1p1f1,MIROC.MIROC6.gn_r47i1p1f1,MIROC.MIROC6.gn_r48i1p1f1,MIROC.MIROC6.gn_r49i1p1f1,MIROC.MIROC6.gn_r4i1p1f1,MIROC.MIROC6.gn_r50i1p1f1,MIROC.MIROC6.gn_r5i1p1f1,MIROC.MIROC6.gn_r6i1p1f1,MIROC.MIROC6.gn_r7i1p1f1,MIROC.MIROC6.gn_r8i1p1f1,MIROC.MIROC6.gn_r9i1p1f1,NCAR.CESM2.gn_r10i1p1f1,NCAR.CESM2.gn_r11i1p1f1,NCAR.CESM2.gn_r4i1p1f1
1894,276.95886,277.38016,277.26837,277.3185,277.5871,277.7064,278.22382,278.5079,278.5945,278.48962,278.4198,277.03006,277.12552,277.4695,276.40463,276.6899,276.49765,278.2498,277.42484,277.28555,277.91315,277.83054,277.72336,278.37198,276.99896,277.6451,277.23816,277.3397,277.24573,277.25253,277.5391,277.2643,277.25385,277.46198,277.09048,277.29092,277.2971,277.46164,277.28818,277.60678,277.20758,277.45505,277.17215,277.1982,277.42264,277.55295,277.25714,277.27365,276.80453,276.8546,277.28546,276.99207,277.0069,277.1357,277.02698,277.15738,277.1941,277.36438,277.1923,277.09082,277.26688,277.47604,277.28098,277.5714,277.06625,277.4368,277.38574,277.18994,277.24164,277.16617,277.10007,277.45926,277.30704,277.5128,277.08347,276.53424,276.6719,276.87698,276.25546,276.40735,276.7002,276.13876,276.15097,276.59036,276.53464,276.24298,276.85318,277.44955,277.47733,277.54062,277.55777,277.64252,277.295,277.39316,277.74896,277.02072,277.33994,278.78687,278.22568,278.0601,277.84225,278.33978,277.96738,278.15915,278.36963,278.0858,278.1951,278.1478,277.77304,277.5179,277.7864,277.88403,278.21304,277.86588,277.8262,277.59558,277.99536,277.25714,277.26688,277.28098,278.24973,276.42358,276.28464,278.07947,278.11478,277.93082,277.88498,278.0591,277.59845,277.82852,280.08017,279.57675,279.842,280.0164,279.593,279.8579,279.89233,280.01456,279.96875,279.9821,279.93143,279.8915,279.6546,279.47876,279.57648,279.88202,279.6663,279.74344,279.79086,279.9443,280.24796,279.92908,280.0372,280.02283,279.72433,279.87646,279.8543,279.88846,279.7858,279.97784,279.59604,279.76736,280.07373,279.8587,279.80847,279.96896,279.72476,280.32352,279.69565,279.74802,279.93692,279.79086,279.80743,279.8099,279.58597,279.81226,279.8753,279.84634,280.02963,279.92993,277.7753,277.88687,277.63
1895,277.02548,277.4951,277.30237,277.35638,277.72546,277.4152,278.6065,278.60464,278.64352,278.46814,278.57812,277.1282,277.4224,277.408,276.2999,276.83102,276.65207,278.594,277.33475,277.23795,278.102,277.80325,278.06097,278.3481,277.02893,277.42242,277.40372,277.32715,277.30637,277.38663,277.35477,277.49918,277.3272,277.3464,277.19507,277.49536,277.33774,277.48276,277.2936,277.6472,277.44974,277.38113,276.94315,277.2388,277.24896,277.6808,277.17685,277.32535,277.06058,277.13892,277.29297,277.29147,277.08414,277.23883,277.15744,277.42703,277.3696,277.29022,277.37216,277.19327,277.40344,277.2788,277.5234,277.48526,277.1697,277.47797,277.37253,277.3793,277.1757,277.45395,277.3806,277.50928,277.40427,277.51938,277.12497,276.48965,276.73868,276.76657,276.49777,276.4592,276.42786,275.9539,276.26355,276.45935,276.46762,276.56747,276.97678,277.4936,277.51758,277.4392,277.60046,277.54776,277.2436,277.45752,277.72012,277.0977,277.57443,278.91794,278.08652,278.02023,277.81357,278.3469,278.08774,278.3467,278.1434,278.27966,278.12567,278.2337,277.51474,277.63736,278.12207,277.86484,277.79718,277.6038,277.93912,277.5344,278.08334,277.17685,277.40344,277.5234,277.9734,276.2964,276.3504,278.16666,278.02682,278.21884,278.01862,278.1842,277.74915,277.7331,279.83487,279.7148,280.1127,279.85565,279.66806,279.8765,280.02817,279.63208,279.9679,280.10587,279.79684,279.97025,279.96835,279.83527,279.90878,279.6553,279.59238,279.76688,279.6369,279.97708,280.12616,279.86545,280.08896,279.94983,279.7238,279.87265,279.87857,279.64047,279.91434,279.94693,279.7181,279.7129,279.82166,279.77237,279.92148,279.85013,279.5765,279.88687,279.89066,279.76218,280.169,279.76978,280.05072,279.88864,279.45523,279.9182,280.07205,279.81387,279.8524,280.08243,277.62076,277.85153,277.37418
1896,276.8491,277.50174,277.2416,277.50626,277.58868,277.66623,278.50296,278.34784,278.4136,278.40717,278.56546,277.2563,277.70154,277.2431,276.4839,276.62085,276.72794,278.31412,277.37323,277.1906,278.11478,277.79382,277.79062,278.2837,277.04483,277.4501,277.5321,277.1528,277.11905,277.35535,277.14807,277.4576,277.3664,277.30936,277.16696,277.546,277.3785,277.28152,277.37582,277.85385,277.42123,277.50006,277.07474,277.45386,277.2992,277.54657,277.1205,277.56912,277.10532,277.01187,277.1727,277.225,277.16687,277.2523,277.06808,277.21558,277.22638,277.50436,277.1017,277.35913,277.50192,277.30093,277.35297,277.39822,277.241,277.45828,277.47208,277.54202,277.25943,277.4479,277.2179,277.53308,277.38232,277.39328,277.09192,276.7068,276.63364,276.48825,276.5935,276.41943,276.4653,276.03067,276.15305,276.50763,276.29602,276.4608,276.74243,277.63266,277.44205,277.38083,277.61023,277.57413,277.32175,277.4288,277.3682,277.05466,277.69028,278.9666,278.19727,278.232,278.03394,278.3754,278.4137,278.29373,278.32785,278.18347,278.2681,278.28336,277.75015,277.92453,277.66324,277.78076,277.98416,277.50027,278.13388,277.69626,277.89053,277.1205,277.50192,277.35297,277.83875,276.53146,276.13556,278.15756,278.0902,278.11703,277.97202,277.81076,278.00854,277.99112,279.83328,279.54074,279.98633,279.82275,279.90115,279.92123,279.9235,279.85544,280.03027,280.06308,279.8594,279.85318,280.0332,280.0497,279.93573,279.934,279.9199,279.99164,279.7908,280.04166,279.8003,279.708,280.07596,280.08566,279.79733,280.0503,279.7795,279.6611,279.9576,279.81296,279.61136,279.86102,279.99777,279.76852,279.90994,279.8101,279.7605,279.67386,280.07712,279.91803,279.7758,279.92764,280.10153,279.98978,279.65616,279.88278,280.0341,279.8614,279.92725,279.98764,277.7148,277.78677,277.58887
1897,276.79523,277.5181,277.33612,277.45102,277.42398,277.5902,278.31467,278.38968,278.15732,278.3361,278.7086,277.23972,277.41916,277.2168,276.49576,276.64572,276.5414,278.14435,277.45038,277.36807,277.9023,277.90518,277.68674,278.32986,276.98172,277.48,277.46005,277.2145,277.4397,277.62192,277.21066,277.54367,277.59705,277.56073,277.1982,277.4718,277.3973,277.45822,277.2108,277.82538,277.2618,277.3568,277.08783,277.49347,277.4995,277.70828,277.15582,277.32144,276.9067,277.0803,277.35678,277.14072,277.12857,277.20694,277.0873,277.1127,277.24356,277.37003,277.07333,277.4315,277.2402,277.3321,277.1857,277.30264,277.34634,277.65695,277.24915,277.33664,277.33124,277.28137,277.3212,277.223,277.2108,277.38998,277.11972,276.59802,276.81348,276.68195,276.7895,276.4585,276.20642,276.2172,276.18307,276.67368,276.39355,276.50107,276.65695,277.58334,277.31085,277.4371,277.64774,277.55295,277.5167,277.38242,277.62012,277.43167,277.93234,278.98807,278.18384,278.32874,278.01138,278.3226,278.3416,278.15244,278.4804,278.29953,277.97873,278.53415,277.7952,277.97244,277.57153,277.59177,277.76764,277.64508,278.16135,278.08102,277.85873,277.15582,277.2402,277.1857,278.037,276.46048,276.2191,277.97253,277.83325,277.9307,277.7607,277.72833,277.91437,277.9318,280.11606,279.7224,279.92648,279.9203,280.05115,279.8849,279.7536,279.843,280.05603,279.94476,279.9008,280.07938,279.7995,279.8601,279.81546,280.08768,279.96368,280.3015,279.95856,279.87833,279.60428,279.94714,280.03775,280.24426,280.06998,280.24594,279.62735,279.81097,279.99936,279.82138,279.75992,279.82477,279.9388,279.65454,280.00153,279.9846,279.71405,279.83322,279.8012,279.7233,279.5942,279.74112,280.0751,279.97726,279.9415,279.7717,279.95743,279.85956,280.22864,279.9016,277.76102,277.73965,277.38974
1898,277.04196,277.56973,277.23935,277.49643,277.50058,277.6057,278.31082,278.42508,278.14786,278.22464,278.6587,277.24448,277.34952,277.2974,276.31366,276.8547,276.59164,278.2129,277.52866,277.43332,278.1826,277.7887,277.92392,278.25436,277.10855,277.52753,277.35263,277.5044,277.4552,277.33563,277.34146,277.43356,277.50137,277.5176,276.89963,277.4443,277.4843,277.58237,277.24417,277.74954,277.19736,277.19824,277.29282,277.3494,277.26877,277.6389,277.26108,277.32166,277.06918,277.15738,277.54623,277.2631,277.20474,277.2427,277.29312,277.20847,277.21817,277.55453,277.08804,277.41965,277.07837,277.3162,277.0878,277.52875,277.31415,277.45248,277.3603,277.3109,277.3796,277.4514,277.2011,277.52823,277.1613,277.51074,277.2639,276.55487,276.6191,276.80115,276.5435,276.49326,276.13248,276.33957,276.00717,276.7429,276.47513,276.3643,276.51736,277.5643,277.21722,277.445,277.76138,277.59628,277.63867,277.45694,277.57233,277.24878,277.85208,278.74106,278.54965,278.3086,278.02747,278.313,278.09378,278.07657,278.26535,278.3846,277.8926,278.29517,277.91776,278.09814,277.70517,277.6112,278.00485,277.91602,277.89658,278.00674,277.91647,277.26108,277.07837,277.0878,278.0896,276.31866,276.4407,278.03452,277.8059,277.66684,277.8743,277.98886,277.70236,277.57962,280.06287,279.93927,280.06235,279.85413,279.893,279.87473,279.58652,280.07727,279.874,279.9954,279.96866,280.17358,279.66595,279.85367,280.06528,280.06937,279.64096,280.17123,279.9893,279.8987,279.63925,279.93478,280.1743,279.79025,279.90643,279.97223,279.86768,279.96466,279.87778,279.79553,279.905,279.9282,280.02625,279.90482,279.986,280.1602,279.7422,279.8045,279.87198,279.89905,279.66653,279.7676,279.76608,279.93704,279.99088,279.70572,279.91837,279.82812,280.23642,279.88275,277.4435,277.841,277.44247
1899,276.855,277.548,277.35687,277.39062,277.60358,277.65,278.46378,278.20642,278.27005,278.23026,278.5377,277.22336,277.37936,277.43515,276.73938,276.91824,276.54785,278.2546,277.66525,277.45767,278.07797,277.68497,277.80945,278.15897,277.0922,277.44073,277.3732,277.22272,277.41498,277.44016,277.47327,277.46695,277.46506,277.2784,277.09515,277.35214,277.60278,277.50735,277.2074,277.71744,277.22305,277.17715,277.1032,277.52377,277.31598,277.73965,277.1724,277.45148,276.95337,277.1698,277.2639,277.18347,276.8727,277.56757,276.96298,277.49673,277.16312,277.46786,277.1838,277.42664,277.12213,277.31158,277.14075,277.65146,277.20493,277.36102,277.40463,277.54443,277.259,277.18246,277.26492,277.41196,276.95502,277.37643,277.0663,276.45578,276.78378,276.64124,276.305,276.63068,276.29562,275.97775,276.3636,276.4636,276.45328,276.18912,276.56876,277.59473,277.28586,277.44638,277.58563,277.8264,277.6574,277.59866,277.54398,277.2977,277.87936,278.70724,278.32687,278.29437,278.21964,278.35458,278.0549,278.2512,278.26852,278.27106,278.15915,278.27957,277.7385,277.81064,278.21588,277.60507,277.95596,277.6372,277.75754,277.70035,278.08975,277.1724,277.12213,277.14075,278.2214,276.51596,276.22055,277.83755,277.9595,277.84586,277.83884,277.9632,277.94882,277.99905,279.87833,279.9225,280.18536,279.61768,280.103,279.95755,279.45303,280.02243,279.9045,279.95047,279.87863,280.09265,279.69772,279.89062,280.05362,279.8616,279.81076,279.9731,280.1603,279.8997,279.85825,279.92465,280.01657,279.83075,279.82898,279.92917,280.04468,279.89066,279.68564,279.85822,279.83545,280.0317,280.0548,279.85062,280.135,279.88184,279.5591,279.7209,279.99307,279.7819,279.81024,279.96143,279.5942,279.91208,279.75266,279.83136,279.91525,279.85947,279.90048,279.89987,277.79898,277.6523,277.59854
1900,276.95743,277.58987,277.22217,277.46628,277.55762,277.60428,278.12564,278.21277,278.44156,278.32214,278.56836,277.27625,277.46396,277.25864,276.40677,276.4504,276.78763,278.25803,277.5053,277.65414,278.317,277.74402,277.77335,277.9465,277.07303,277.65112,277.27304,277.43295,277.1628,277.53433,277.29623,277.44962,277.383,277.5404,277.04556,277.37326,277.17673,277.5526,277.17007,277.44458,277.2575,277.3204,277.10764,277.34262,277.2513,277.6794,277.31516,277.48666,277.03464,277.333,277.20444,277.11362,277.10754,277.63086,277.20016,277.26523,277.28253,277.46744,277.23495,277.47662,277.18582,277.36084,277.36893,277.65356,277.35336,277.62808,277.44986,277.4263,277.26056,277.2092,277.0434,277.46756,277.07846,277.61038,277.1599,276.507,276.5485,276.51474,276.52835,276.68405,276.6014,276.29132,276.35355,276.55765,276.52322,276.1514,276.6918,277.74258,277.33987,277.38937,277.60336,277.81216,277.44827,277.57428,277.5591,277.24985,277.6303,278.87704,278.1191,278.1931,278.25766,278.57446,278.08517,277.9614,278.5013,278.17563,277.99707,278.22055,277.46756,277.67462,277.9797,278.01306,277.91806,277.86166,277.73813,277.57068,277.95874,277.31516,277.18582,277.36893,278.23325,276.6531,276.5261,277.79892,277.97708,277.7828,278.0873,277.68405,277.8713,277.98672,279.91782,279.8259,280.00735,279.81223,280.35684,279.9631,279.60977,279.96667,279.75504,280.1511,280.07767,280.07675,279.59415,279.9033,279.81345,279.8373,279.95792,280.0922,279.86725,279.8042,280.2238,280.11435,279.9957,279.9596,280.02402,279.91327,279.6603,280.04297,280.03763,279.8835,280.0911,279.9066,280.0485,279.83218,280.19754,279.801,279.7809,279.79712,280.0968,280.01132,279.95178,279.85416,279.68735,280.03952,279.89288,279.79312,279.75113,279.7974,279.77097,280.10443,277.81467,277.78284,277.5812
1901,276.9463,277.43073,277.27615,277.16492,277.5572,277.70352,277.93466,278.4761,278.20578,278.29272,278.39426,277.1874,277.52658,277.1655,276.58228,276.4424,276.72018,278.2206,277.5069,277.426,277.9456,277.78635,277.91312,278.1137,277.07175,277.51462,277.44217,277.30865,277.26294,277.429,277.41806,277.49973,277.19424,277.34152,277.0247,277.3259,277.26917,277.718,277.0161,277.5705,277.06628,277.59116,277.0365,277.334,277.11703,277.58047,277.38065,277.46182,276.95508,277.2382,277.50543,277.08685,277.242,277.3948,277.3006,277.25467,277.40002,277.67902,277.04282,277.39648,277.36194,277.39853,277.10092,277.69827,277.30594,277.5819,277.52304,277.33652,277.4339,277.32895,277.21848,277.5196,277.08163,277.25894,277.10532,276.64005,276.4172,276.64224,276.48837,276.53366,276.4382,276.4477,276.37296,276.73413,276.55426,276.33862,276.87125,277.51456,277.402,277.43906,277.53403,277.7141,277.3782,277.40826,277.75525,277.22287,277.80753,278.79276,278.12546,278.07214,278.04163,278.52255,278.38126,278.08847,278.25937,278.23114,278.25858,278.36267,277.5599,277.58923,277.73935,277.86655,277.80203,278.04605,278.0649,277.81265,278.17545,277.38065,277.36194,277.10092,278.43692,276.66214,276.6096,278.0311,278.05887,277.91446,278.13235,277.9536,277.55728,277.87274,279.8412,279.8495,279.84973,279.90466,280.12207,280.10794,279.48834,279.93997,279.8871,280.0218,280.04758,280.1608,279.879,280.02594,279.79245,279.83398,280.063,280.04242,279.6882,279.82687,279.999,279.8931,279.81125,279.7646,280.00406,280.10764,279.57816,280.15665,279.7373,279.98926,280.04037,280.08218,279.8207,280.04404,279.9755,279.7749,279.73227,279.68466,279.60074,280.12296,280.1378,279.84976,279.77237,280.11343,279.83994,279.9164,279.96567,279.854,279.71457,279.99878,277.83585,277.96658,277.51932
1902,276.7955,277.5349,277.45316,277.43063,277.5208,277.47372,278.1116,278.46887,278.54575,278.18887,278.32703,277.25058,277.4951,277.2979,276.6747,276.40756,276.7383,278.2188,277.52554,277.54678,277.94315,277.53012,277.66095,277.80783,277.19952,277.43793,277.5172,277.27536,277.20065,277.64243,277.80124,277.47614,277.06125,277.57867,277.0242,277.4936,277.44852,277.50772,277.18378,277.5123,277.11935,277.47836,277.29214,277.32645,277.3566,277.5961,277.4372,277.26248,277.02905,277.07034,277.42673,277.34485,277.31943,277.22025,277.23245,277.29352,277.26382,277.6638,277.21252,277.4824,277.34702,277.34317,277.42154,277.49747,277.38687,277.50607,277.29758,277.34717,277.22958,277.16788,277.2593,277.2349,277.33188,277.49673,277.28934,276.66116,276.38245,276.7309,276.64743,276.55673,276.3547,276.52805,276.24103,276.90784,276.27478,276.27835,276.8768,277.4285,277.4307,277.5389,277.36597,277.69534,277.15295,277.35623,277.42,277.3569,277.90463,278.6788,278.3959,278.212,278.05463,278.33353,278.36655,277.81885,278.31683,278.07065,278.33725,278.39,277.72852,277.60226,277.8611,277.62228,277.79898,277.7664,278.0084,277.89957,277.8796,277.4372,277.34702,277.42154,278.2322,276.4049,276.41632,278.0207,277.92612,277.9116,278.13052,278.09,277.6504,277.88293,279.84778,279.69107,279.7016,279.97064,279.74588,280.0467,279.71964,279.75378,279.7628,279.8169,279.8602,280.1379,279.78214,280.09125,279.99515,279.9501,280.1233,280.0228,279.69775,279.94427,279.95148,279.8573,279.981,279.6186,280.23587,279.98636,279.49677,280.2414,279.9293,279.81705,279.81302,280.10065,279.76413,280.1899,279.8499,279.841,279.78976,279.96265,279.7449,280.10156,280.02756,279.90906,279.82755,279.66205,279.8954,279.74246,279.91315,279.96042,279.88715,279.93185,277.50052,277.82205,277.50778
1903,276.75012,277.23932,277.35526,277.1739,277.44592,277.28198,278.28745,278.1198,278.29892,277.84552,278.40936,277.2117,277.09866,277.1388,276.40225,276.32697,276.34372,278.26862,277.4186,277.51108,277.90442,277.33237,277.56802,277.90787,277.0623,277.34933,277.1401,277.33813,276.87848,277.40802,277.231,277.45087,277.125,277.3569,277.0043,277.38257,277.32556,277.37198,277.00723,277.4122,276.96597,277.3133,277.0417,276.95474,276.9629,277.40555,277.251,276.93008,277.005,276.98593,277.1542,276.91385,276.99924,277.22235,276.81628,277.2763,277.1169,277.42276,277.08664,277.26227,277.03665,277.0963,277.16943,277.20117,277.14316,277.2397,277.04526,277.19595,276.93,277.13596,277.0198,277.20007,277.21863,277.26654,277.259,276.4758,276.07983,276.5129,276.28168,276.48026,275.83017,276.32428,276.01025,276.31723,276.33078,276.2439,276.44968,277.33728,277.15265,277.11484,277.35934,277.6678,277.3505,277.3611,277.2165,277.0104,277.71115,278.58862,278.1035,277.9661,277.97775,278.246,278.12576,277.9439,278.18903,277.8133,278.2676,278.3478,277.75137,277.53732,277.63715,277.49805,277.67273,277.59525,277.74033,278.09558,277.53503,277.251,277.03665,277.16943,277.83633,276.24414,276.1127,277.74246,277.94693,277.8327,278.02536,278.08234,277.68073,277.48093,279.70078,279.75644,279.60324,279.98636,279.63916,279.7505,279.57486,279.77948,279.7674,279.78818,279.5167,279.82404,279.68912,279.76138,279.96826,279.6558,279.8666,279.95026,279.46765,279.86963,279.75137,279.73727,279.51138,279.65588,279.74368,279.97623,279.67953,279.79343,279.6629,279.93777,279.73544,280.0203,279.56406,279.77298,279.7409,279.95456,279.59323,280.16232,279.73633,279.4691,279.68234,279.8111,279.81238,279.46475,279.93262,279.53897,279.84134,280.0986,279.72745,279.63333,277.45584,277.58304,277.35492
